episode_dir,hdf5_name,instruction_name,num_frames,is_dirty
adjust_bottle/aloha-agilex_randomized_500,data/episode_38.hdf5,instructions/episode_38.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_39.hdf5,instructions/episode_39.json,149,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_40.hdf5,instructions/episode_40.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_41.hdf5,instructions/episode_41.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_42.hdf5,instructions/episode_42.json,145,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_43.hdf5,instructions/episode_43.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_44.hdf5,instructions/episode_44.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_45.hdf5,instructions/episode_45.json,132,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_46.hdf5,instructions/episode_46.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_47.hdf5,instructions/episode_47.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_48.hdf5,instructions/episode_48.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_49.hdf5,instructions/episode_49.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_50.hdf5,instructions/episode_50.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_51.hdf5,instructions/episode_51.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_52.hdf5,instructions/episode_52.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_53.hdf5,instructions/episode_53.json,150,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_54.hdf5,instructions/episode_54.json,215,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_55.hdf5,instructions/episode_55.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_56.hdf5,instructions/episode_56.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_57.hdf5,instructions/episode_57.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_58.hdf5,instructions/episode_58.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_59.hdf5,instructions/episode_59.json,145,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_60.hdf5,instructions/episode_60.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_61.hdf5,instructions/episode_61.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_62.hdf5,instructions/episode_62.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_63.hdf5,instructions/episode_63.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_64.hdf5,instructions/episode_64.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_65.hdf5,instructions/episode_65.json,196,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_66.hdf5,instructions/episode_66.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_67.hdf5,instructions/episode_67.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_68.hdf5,instructions/episode_68.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_69.hdf5,instructions/episode_69.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_70.hdf5,instructions/episode_70.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_71.hdf5,instructions/episode_71.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_72.hdf5,instructions/episode_72.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_73.hdf5,instructions/episode_73.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_74.hdf5,instructions/episode_74.json,149,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_75.hdf5,instructions/episode_75.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_76.hdf5,instructions/episode_76.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_77.hdf5,instructions/episode_77.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_78.hdf5,instructions/episode_78.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_79.hdf5,instructions/episode_79.json,126,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_80.hdf5,instructions/episode_80.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_81.hdf5,instructions/episode_81.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_82.hdf5,instructions/episode_82.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_83.hdf5,instructions/episode_83.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_84.hdf5,instructions/episode_84.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_85.hdf5,instructions/episode_85.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_86.hdf5,instructions/episode_86.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_87.hdf5,instructions/episode_87.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_88.hdf5,instructions/episode_88.json,149,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_89.hdf5,instructions/episode_89.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_90.hdf5,instructions/episode_90.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_91.hdf5,instructions/episode_91.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_92.hdf5,instructions/episode_92.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_93.hdf5,instructions/episode_93.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_94.hdf5,instructions/episode_94.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_95.hdf5,instructions/episode_95.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_96.hdf5,instructions/episode_96.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_97.hdf5,instructions/episode_97.json,153,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_98.hdf5,instructions/episode_98.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_99.hdf5,instructions/episode_99.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_100.hdf5,instructions/episode_100.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_101.hdf5,instructions/episode_101.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_102.hdf5,instructions/episode_102.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_103.hdf5,instructions/episode_103.json,151,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_104.hdf5,instructions/episode_104.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_105.hdf5,instructions/episode_105.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_106.hdf5,instructions/episode_106.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_107.hdf5,instructions/episode_107.json,132,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_108.hdf5,instructions/episode_108.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_109.hdf5,instructions/episode_109.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_110.hdf5,instructions/episode_110.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_111.hdf5,instructions/episode_111.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_112.hdf5,instructions/episode_112.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_113.hdf5,instructions/episode_113.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_114.hdf5,instructions/episode_114.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_115.hdf5,instructions/episode_115.json,202,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_116.hdf5,instructions/episode_116.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_117.hdf5,instructions/episode_117.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_118.hdf5,instructions/episode_118.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_119.hdf5,instructions/episode_119.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_120.hdf5,instructions/episode_120.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_121.hdf5,instructions/episode_121.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_122.hdf5,instructions/episode_122.json,152,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_123.hdf5,instructions/episode_123.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_124.hdf5,instructions/episode_124.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_125.hdf5,instructions/episode_125.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_126.hdf5,instructions/episode_126.json,145,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_127.hdf5,instructions/episode_127.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_128.hdf5,instructions/episode_128.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_129.hdf5,instructions/episode_129.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_130.hdf5,instructions/episode_130.json,147,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_131.hdf5,instructions/episode_131.json,145,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_132.hdf5,instructions/episode_132.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_133.hdf5,instructions/episode_133.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_134.hdf5,instructions/episode_134.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_135.hdf5,instructions/episode_135.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_136.hdf5,instructions/episode_136.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_137.hdf5,instructions/episode_137.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_138.hdf5,instructions/episode_138.json,215,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_139.hdf5,instructions/episode_139.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_140.hdf5,instructions/episode_140.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_141.hdf5,instructions/episode_141.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_142.hdf5,instructions/episode_142.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_143.hdf5,instructions/episode_143.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_144.hdf5,instructions/episode_144.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_145.hdf5,instructions/episode_145.json,155,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_146.hdf5,instructions/episode_146.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_147.hdf5,instructions/episode_147.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_148.hdf5,instructions/episode_148.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_149.hdf5,instructions/episode_149.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_150.hdf5,instructions/episode_150.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_151.hdf5,instructions/episode_151.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_152.hdf5,instructions/episode_152.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_153.hdf5,instructions/episode_153.json,148,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_154.hdf5,instructions/episode_154.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_155.hdf5,instructions/episode_155.json,150,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_156.hdf5,instructions/episode_156.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_157.hdf5,instructions/episode_157.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_158.hdf5,instructions/episode_158.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_159.hdf5,instructions/episode_159.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_160.hdf5,instructions/episode_160.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_161.hdf5,instructions/episode_161.json,142,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_162.hdf5,instructions/episode_162.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_163.hdf5,instructions/episode_163.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_164.hdf5,instructions/episode_164.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_165.hdf5,instructions/episode_165.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_166.hdf5,instructions/episode_166.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_167.hdf5,instructions/episode_167.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_168.hdf5,instructions/episode_168.json,142,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_169.hdf5,instructions/episode_169.json,142,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_170.hdf5,instructions/episode_170.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_171.hdf5,instructions/episode_171.json,142,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_172.hdf5,instructions/episode_172.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_173.hdf5,instructions/episode_173.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_174.hdf5,instructions/episode_174.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_175.hdf5,instructions/episode_175.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_176.hdf5,instructions/episode_176.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_177.hdf5,instructions/episode_177.json,132,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_178.hdf5,instructions/episode_178.json,147,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_179.hdf5,instructions/episode_179.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_180.hdf5,instructions/episode_180.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_181.hdf5,instructions/episode_181.json,150,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_182.hdf5,instructions/episode_182.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_183.hdf5,instructions/episode_183.json,151,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_184.hdf5,instructions/episode_184.json,142,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_185.hdf5,instructions/episode_185.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_186.hdf5,instructions/episode_186.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_187.hdf5,instructions/episode_187.json,149,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_188.hdf5,instructions/episode_188.json,145,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_189.hdf5,instructions/episode_189.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_190.hdf5,instructions/episode_190.json,176,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_191.hdf5,instructions/episode_191.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_192.hdf5,instructions/episode_192.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_193.hdf5,instructions/episode_193.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_194.hdf5,instructions/episode_194.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_195.hdf5,instructions/episode_195.json,208,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_196.hdf5,instructions/episode_196.json,138,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_197.hdf5,instructions/episode_197.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_198.hdf5,instructions/episode_198.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_199.hdf5,instructions/episode_199.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_200.hdf5,instructions/episode_200.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_201.hdf5,instructions/episode_201.json,149,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_202.hdf5,instructions/episode_202.json,147,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_203.hdf5,instructions/episode_203.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_204.hdf5,instructions/episode_204.json,144,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_205.hdf5,instructions/episode_205.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_206.hdf5,instructions/episode_206.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_207.hdf5,instructions/episode_207.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_208.hdf5,instructions/episode_208.json,133,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_209.hdf5,instructions/episode_209.json,146,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_210.hdf5,instructions/episode_210.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_211.hdf5,instructions/episode_211.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_212.hdf5,instructions/episode_212.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_213.hdf5,instructions/episode_213.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_214.hdf5,instructions/episode_214.json,161,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_215.hdf5,instructions/episode_215.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_216.hdf5,instructions/episode_216.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_217.hdf5,instructions/episode_217.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_218.hdf5,instructions/episode_218.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_219.hdf5,instructions/episode_219.json,164,1
adjust_bottle/aloha-agilex_randomized_500,data/episode_220.hdf5,instructions/episode_220.json,137,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_221.hdf5,instructions/episode_221.json,140,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_222.hdf5,instructions/episode_222.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_223.hdf5,instructions/episode_223.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_224.hdf5,instructions/episode_224.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_225.hdf5,instructions/episode_225.json,150,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_226.hdf5,instructions/episode_226.json,139,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_227.hdf5,instructions/episode_227.json,145,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_228.hdf5,instructions/episode_228.json,141,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_229.hdf5,instructions/episode_229.json,134,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_230.hdf5,instructions/episode_230.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_231.hdf5,instructions/episode_231.json,143,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_232.hdf5,instructions/episode_232.json,135,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_233.hdf5,instructions/episode_233.json,136,0
adjust_bottle/aloha-agilex_randomized_500,data/episode_234.hdf5,instructions/episode_234.json,136,0
